signup_year,age,tenure_months,monthly_spend_usd,discount_pct,autopay_enabled,support_tickets_90d,complaints_90d,nps_score,days_since_last_activity,late_payments_12m,avg_balance_usd,products_count,mobile_logins_30d,overdrafts_12m,branch_visits_90d,region,customer_segment,contract_type,acquisition_channel,account_type
0.0,-0.5672705488514089,0.6879805673086955,1.3545124642892457,0.0,0.6430942968465128,0.0,0.0,0.7711136119014081,0.0,0.0,0.6231890942930755,0.7994926222794213,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,0.28385818909516697,1.0337987470559933,-0.41314496906711395,0.0,0.6430942968465128,0.0,0.0,0.5742888318212888,0.0,0.0,0.30579319325022875,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-1.7021088661135102,-1.732746690922389,0.28966029384557285,0.0,0.6430942968465128,0.0,0.0,-0.451271864385649,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,0.5675677684106923,-0.3494739719331978,-0.44321095609685907,0.0,0.6430942968465128,0.0,0.0,0.6468032244823854,0.0,0.0,0.8774021749933704,-0.912483014293215,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,-0.18899110976404185,-1.0411103314277934,1.6472974659416628,0.0,0.6430942968465128,0.0,0.0,1.2994327584322547,0.0,0.0,0.4401908853571047,0.7994926222794213,-1.0345981706639544,0.0,0.0,Germany,Female,annual,organic,checking
0.0,3.3100937017941034,-0.003655792185900041,-1.7151224393738391,0.0,0.6430942968465128,0.0,0.0,0.014892088435686342,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.8509801281669342,-0.3494739719331978,0.5166951294908794,0.0,0.6430942968465128,0.0,0.0,0.09776568004836818,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.00014860977964169524,-0.003655792185900041,1.291908833917927,0.0,0.6430942968465128,0.0,0.0,0.09776568004836818,0.0,0.0,0.9430882774113001,-0.912483014293215,-1.0345981706639544,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.5672705488514089,-1.0411103314277934,0.08030496391577847,0.0,0.6430942968465128,0.0,0.0,-0.2855246811602853,0.0,0.0,0.05912875940773569,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Male,annual,organic,checking
0.0,0.18928832932332523,-1.0411103314277934,-1.5102473890520343,0.0,0.6430942968465128,0.0,0.0,-1.715094136479047,0.0,0.0,0.3838424275166375,0.7994926222794213,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,0.47299790863885055,0.3421623875613977,0.4624687411793362,0.0,0.6430942968465128,0.0,0.0,-1.0003094088196662,0.0,0.0,0.25849554391261653,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.7564102683950924,1.379616926803291,-0.2670197566602878,0.0,0.6430942968465128,0.0,0.0,1.444461543754448,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,0.00014860977964169524,1.379616926803291,0.31605456831912365,0.0,0.6430942968465128,0.0,0.0,-0.1404958958380921,0.0,0.0,0.9865194919030956,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,0.7567074879543758,1.0337987470559933,-1.216411859486251,0.0,0.6430942968465128,0.0,0.0,-0.8034846287395467,0.0,0.0,1.2542788030513838,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.09442124999220007,1.0337987470559933,-0.37956863474640945,0.0,-1.5549819130780913,0.0,0.0,-2.4505972620415983,0.0,0.0,-1.2235741079301021,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,0.9458472074980594,-0.003655792185900041,0.8787202779515801,0.0,0.6430942968465128,0.0,0.0,-0.026544707370654574,0.0,0.0,-1.2235741079301021,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,1.9861156649883187,0.6879805673086955,0.5238961632473219,0.0,0.6430942968465128,0.0,0.0,-1.4768325605925867,0.0,0.0,1.0733918615443871,-0.912483014293215,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.5672705488514089,1.379616926803291,-0.13841721059035894,0.0,-1.5549819130780913,0.0,0.0,0.12884327690312386,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,1.134986927041743,0.6879805673086955,1.3983505502289804,0.0,-1.5549819130780913,0.0,0.0,-1.0003094088196662,0.0,0.0,0.4711783204064985,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.18899110976404185,-1.386928511175091,1.0974445413284648,0.0,0.6430942968465128,0.0,0.0,-1.1660565920450299,0.0,0.0,0.9369489592822864,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.5672705488514089,1.0337987470559933,-1.704642226689146,0.0,-1.5549819130780913,0.0,0.0,0.08740648109678295,0.0,0.0,0.626824809680334,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.7564102683950924,0.3421623875613977,0.8652207766741229,0.0,0.6430942968465128,0.0,0.0,2.066013480849562,0.0,0.0,0.10099544264406864,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.47270068907956714,1.0337987470559933,-0.5458920087723925,0.0,-1.5549819130780913,0.0,0.0,2.066013480849562,0.0,0.0,1.9707302221469285,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.47270068907956714,-1.732746690922389,1.0597534797805608,0.0,-1.5549819130780913,0.0,0.0,-0.6273782465625979,0.0,0.0,-0.16838371470978772,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.5672705488514089,-0.003655792185900041,-1.1612165832930514,0.0,0.6430942968465128,0.0,0.0,1.3201511563354253,0.0,0.0,0.6438951636162412,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.18899110976404185,-0.6952921516804955,-1.6382525180882148,0.0,-1.5549819130780913,0.0,0.0,-0.3891166706761376,0.0,0.0,1.5285959019512267,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.37842804886700876,-1.386928511175091,-1.1750515223980245,0.0,0.6430942968465128,0.0,0.0,0.5742888318212888,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,3.404663561565945,1.7254351065505888,0.2647545138520872,0.0,0.6430942968465128,0.0,0.0,0.014892088435686342,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.18899110976404185,1.379616926803291,-0.052630074156763414,0.0,0.6430942968465128,0.0,0.0,-0.0679815031769955,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.09442124999220007,-0.6952921516804955,0.9666479846835461,0.0,0.6430942968465128,0.0,0.0,0.6157256276276296,0.0,0.0,0.8701980841581132,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.5672705488514089,-0.6952921516804955,-0.4148764688441236,0.0,0.6430942968465128,0.0,0.0,-0.8967174193038139,0.0,0.0,0.529538959765315,-0.912483014293215,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,-0.09442124999220007,-1.732746690922389,-0.9060853916602098,0.0,0.6430942968465128,0.0,0.0,-0.6584558434173535,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.8509801281669342,-1.0411103314277934,-0.42092218300470663,0.0,0.6430942968465128,0.0,0.0,-1.2592893826092968,0.0,0.0,0.6410253598714653,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.5672705488514089,0.6879805673086955,0.887536182868304,0.0,0.6430942968465128,0.0,0.0,-1.0935421993839332,0.0,0.0,1.555505422678891,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.18899110976404185,-0.003655792185900041,-0.28501015597203416,0.0,0.6430942968465128,0.0,0.0,-0.9277950161585695,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.09442124999220007,0.6879805673086955,-0.9345332001509902,0.0,-1.5549819130780913,0.0,0.0,0.812550407707749,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.37813082930772535,1.379616926803291,-0.545271788232985,0.0,0.6430942968465128,0.0,0.0,0.07704728214519772,0.0,0.0,-0.07191139539429922,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.8509801281669342,-1.0411103314277934,-1.2451270434326949,0.0,-1.5549819130780913,0.0,0.0,2.066013480849562,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.6621376281825341,-0.6952921516804955,-1.7171536921030963,0.0,-1.5549819130780913,0.0,0.0,-0.8345622255943025,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,1.4186965063572683,-1.386928511175091,0.10018648754414614,0.0,-1.5549819130780913,0.0,0.0,0.2842312611769023,0.0,0.0,0.7597358924614621,0.7994926222794213,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.5672705488514089,-0.003655792185900041,0.3885819013935225,0.0,-1.5549819130780913,0.0,0.0,-0.9899502098680809,0.0,0.0,0.8181632304267833,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.09442124999220007,1.7254351065505888,0.8058447997526192,0.0,-1.5549819130780913,0.0,0.0,1.3823063500449366,0.0,0.0,0.7367853188295017,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.00014860977964169524,-0.6952921516804955,-0.8513169413897237,0.0,0.6430942968465128,0.0,0.0,-0.4616310633372342,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,0.5675677684106923,1.0337987470559933,-1.3387498821848094,0.0,-1.5549819130780913,0.0,0.0,-0.057622304225410266,0.0,0.0,0.14448373575104595,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.6618404086232507,-1.0411103314277934,-1.5666126069363246,0.0,-1.5549819130780913,0.0,0.0,-0.6377374455141831,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.5672705488514089,0.3421623875613977,1.1246580012801108,0.0,0.6430942968465128,0.0,0.0,0.4189008475475103,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.7564102683950924,0.3421623875613977,-0.5535355349821532,0.0,0.6430942968465128,0.0,0.0,0.543211234966533,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.28385818909516697,-0.3494739719331978,1.1874543299778741,0.0,-1.5549819130780913,0.0,0.0,-0.11977749793492164,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.2835609695358836,-1.386928511175091,0.398749827901483,0.0,-1.5549819130780913,0.0,0.0,-2.2848500788162345,0.0,0.0,1.0049366446241932,0.7994926222794213,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,-0.09442124999220007,1.379616926803291,1.1849527331853333,0.0,0.6430942968465128,0.0,0.0,-2.067306900832945,0.0,0.0,-0.2378060614242992,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,3.026384122478578,1.0337987470559933,0.8447679468963485,0.0,-1.5549819130780913,0.0,0.0,1.5894903290766411,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,0.8512773477262175,-0.003655792185900041,1.0291854674811975,0.0,0.6430942968465128,0.0,0.0,-0.2855246811602853,0.0,0.0,0.6758832380963936,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.37813082930772535,0.6879805673086955,-0.2180975333940106,0.0,-1.5549819130780913,0.0,0.0,-1.0313870056744219,0.0,0.0,0.8562247260953882,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,1.51326636612911,1.0337987470559933,0.3476811158697182,0.0,-1.5549819130780913,0.0,0.0,0.07704728214519772,0.0,0.0,0.6896486440133573,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.6618404086232507,1.379616926803291,-0.6380700452575743,0.0,-1.5549819130780913,0.0,0.0,-0.8345622255943025,0.0,0.0,0.657736086465089,0.7994926222794213,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,0.37842804886700876,-0.6952921516804955,0.8804947736514732,0.0,0.6430942968465128,0.0,0.0,-0.36839827277296716,0.0,0.0,0.1700557570184659,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Male,annual,organic,checking
0.0,0.00014860977964169524,-1.0411103314277934,-0.29056620401492056,0.0,0.6430942968465128,0.0,0.0,-0.22336948745077392,0.0,0.0,0.8554554474559428,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-1.1346897074824596,-0.3494739719331978,-1.0210932187611135,0.0,0.6430942968465128,0.0,0.0,1.2890735594806695,0.0,0.0,-1.2235741079301021,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.8509801281669342,0.3421623875613977,0.40277125223529986,0.0,-1.5549819130780913,0.0,0.0,0.9161423972236014,0.0,0.0,-1.2235741079301021,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.7564102683950924,1.379616926803291,0.278086905469755,0.0,0.6430942968465128,0.0,0.0,0.85398720351409,0.0,0.0,0.4164716744184536,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.47270068907956714,-1.732746690922389,1.4985787464294116,0.0,0.6430942968465128,0.0,0.0,0.1081248789999534,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-1.4183992867979849,0.6879805673086955,-1.1115397554692859,0.0,-1.5549819130780913,0.0,0.0,0.1392024758547091,0.0,0.0,-1.2235741079301021,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,0.6621376281825341,1.379616926803291,-1.4308468008559683,0.0,-1.5549819130780913,0.0,0.0,1.98313988923688,0.0,0.0,-1.2235741079301021,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,1.2295567868135846,-0.3494739719331978,1.5198089842703326,0.0,0.6430942968465128,0.0,0.0,0.6571624234339706,0.0,0.0,0.39187351693927724,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,1.0404170672699011,-1.386928511175091,-1.5874765961062067,0.0,-1.5549819130780913,0.0,0.0,0.25315366432214664,0.0,0.0,0.9121426893241606,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,0.9458472074980594,-0.003655792185900041,1.5357307052519311,0.0,-1.5549819130780913,0.0,0.0,-0.057622304225410266,0.0,0.0,0.5422161843304831,2.5114682588520574,0.966558832554526,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.8509801281669342,1.379616926803291,0.026622030143676766,0.0,-1.5549819130780913,0.0,0.0,-1.2903669794640527,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,1.9861156649883187,0.6879805673086955,1.3483294068770226,0.0,-1.5549819130780913,0.0,0.0,-1.0935421993839332,0.0,0.0,0.8444205157427631,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.5672705488514089,-1.386928511175091,-0.244637680674753,0.0,0.6430942968465128,0.0,0.0,-0.5652230528530865,0.0,0.0,0.9916342809562326,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.6618404086232507,1.0337987470559933,1.7276349126679258,0.0,-1.5549819130780913,0.0,0.0,-1.891200518655996,0.0,0.0,0.9834037370468339,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.2835609695358836,1.379616926803291,0.9195202754618238,0.0,0.6430942968465128,0.0,0.0,1.2787143605290843,0.0,0.0,0.8737406459627293,-0.912483014293215,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,0.28385818909516697,-0.003655792185900041,-1.3657447069982298,0.0,0.6430942968465128,0.0,0.0,0.27387206222531707,0.0,0.0,0.3730258696064852,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.7564102683950924,1.0337987470559933,1.6991404527304537,0.0,0.6430942968465128,0.0,0.0,1.1026079783521354,0.0,0.0,1.1667676659862594,0.7994926222794213,0.966558832554526,0.0,0.0,Germany,Male,annual,organic,checking
0.0,-0.09442124999220007,-0.6952921516804955,-1.158398870727408,0.0,0.6430942968465128,0.0,0.0,-0.7206110371268649,0.0,0.0,0.9434419724256011,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,0.37842804886700876,-1.386928511175091,0.1625483311264564,0.0,-1.5549819130780913,0.0,0.0,1.2787143605290843,0.0,0.0,0.5504571498971481,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,1.9861156649883187,-1.0411103314277934,0.6735527857251433,0.0,0.6430942968465128,0.0,0.0,0.025251287387271573,0.0,0.0,0.7121507657164874,4.223443895424694,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,0.09471846955148346,-0.3494739719331978,0.5199090312082744,0.0,0.6430942968465128,0.0,0.0,0.9265015961751866,0.0,0.0,0.6093353447891307,0.7994926222794213,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,-0.8509801281669342,-0.3494739719331978,0.37747885708098816,0.0,0.6430942968465128,0.0,0.0,0.29459046012848755,0.0,0.0,0.0262181277597282,-0.912483014293215,0.966558832554526,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.2835609695358836,-1.732746690922389,1.3563275188961499,0.0,0.6430942968465128,0.0,0.0,0.3878232506927546,0.0,0.0,0.21577380378087652,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.09442124999220007,-1.0411103314277934,-0.923822341321275,0.0,0.6430942968465128,0.0,0.0,1.9313438944789538,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.09442124999220007,-1.386928511175091,0.17282453076815574,0.0,0.6430942968465128,0.0,0.0,1.1440447741584763,0.0,0.0,0.7089238999604474,0.7994926222794213,-1.0345981706639544,0.0,0.0,Germany,Female,annual,organic,checking
0.0,-0.8509801281669342,0.6879805673086955,-1.403720725330588,0.0,0.6430942968465128,0.0,0.0,0.42926004649909555,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.5672705488514089,-1.0411103314277934,1.0235906012569223,0.0,0.6430942968465128,0.0,0.0,-0.20265108954760347,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.37813082930772535,-1.732746690922389,0.35568601671877453,0.0,0.6430942968465128,0.0,0.0,-0.9174358172069843,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.8509801281669342,1.0337987470559933,-1.5029323377672978,0.0,0.6430942968465128,0.0,0.0,-0.23372868640235916,0.0,0.0,0.20631077864984004,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,-1.4183992867979849,1.0337987470559933,1.5409024010773011,0.0,0.6430942968465128,0.0,0.0,0.33602725593482846,0.0,0.0,0.3567836365902812,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,1.2295567868135846,-0.003655792185900041,1.3160690611271628,0.0,0.6430942968465128,0.0,0.0,-0.8863582203522287,0.0,0.0,0.3432074238359987,0.7994926222794213,-1.0345981706639544,0.0,0.0,Germany,Male,annual,organic,checking
0.0,0.09471846955148346,1.7254351065505888,-0.5250579600832229,0.0,-1.5549819130780913,0.0,0.0,1.268355161577499,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,0.37842804886700876,1.0337987470559933,0.6298711910188995,0.0,0.6430942968465128,0.0,0.0,-0.7620478329332059,0.0,0.0,0.05519867228600005,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.28385818909516697,-1.0411103314277934,1.1927154991002564,0.0,0.6430942968465128,0.0,0.0,-0.8656398224490581,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,0.09471846955148346,-0.3494739719331978,0.6213945535260618,0.0,0.6430942968465128,0.0,0.0,0.9368607951267718,0.0,0.0,0.4564648643446738,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.00014860977964169524,0.6879805673086955,-0.6957559516718909,0.0,-1.5549819130780913,0.0,0.0,1.5687719311734707,0.0,0.0,0.7027643798496559,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.945549987938776,-1.0411103314277934,-1.1016997816686627,0.0,0.6430942968465128,0.0,0.0,-0.6688150423689389,0.0,0.0,0.9000428245715483,-0.912483014293215,0.966558832554526,0.0,0.0,Spain,Male,annual,organic,checking
0.0,0.7567074879543758,0.3421623875613977,-0.84895860631594,0.0,0.6430942968465128,0.0,0.0,0.025251287387271573,0.0,0.0,-1.2235741079301021,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Male,annual,organic,checking
0.0,-0.09442124999220007,-1.732746690922389,-0.5827920845972915,0.0,0.6430942968465128,0.0,0.0,-0.6066598486594275,0.0,0.0,-1.2235741079301021,-0.912483014293215,-1.0345981706639544,0.0,0.0,Spain,Male,annual,organic,checking
0.0,-0.7564102683950924,1.0337987470559933,0.3211693424166277,0.0,0.6430942968465128,0.0,0.0,1.5169759364155446,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,Spain,Female,annual,organic,checking
0.0,-0.37813082930772535,1.7254351065505888,0.038878305181323305,0.0,0.6430942968465128,0.0,0.0,-1.3939589689799048,0.0,0.0,-0.30374885727735873,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
0.0,-1.7021088661135102,-0.6952921516804955,0.9478930586782611,0.0,0.6430942968465128,0.0,0.0,-1.5700653511568539,0.0,0.0,1.606484322029356,-0.912483014293215,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-1.5129691465698265,0.6879805673086955,-0.46086922495977317,0.0,0.6430942968465128,0.0,0.0,1.2476367636743286,0.0,0.0,1.2796074385383371,-0.912483014293215,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.7564102683950924,-0.003655792185900041,-0.11868921896192304,0.0,0.6430942968465128,0.0,0.0,1.2994327584322547,0.0,0.0,-1.2235741079301021,0.7994926222794213,-1.0345981706639544,0.0,0.0,France,Female,annual,organic,checking
0.0,1.891545805216477,-0.6952921516804955,-0.6399992914653351,0.0,0.6430942968465128,0.0,0.0,0.6468032244823854,0.0,0.0,-1.2235741079301021,0.7994926222794213,0.966558832554526,0.0,0.0,France,Female,annual,organic,checking
0.0,-0.6618404086232507,-1.386928511175091,-0.9303636400666723,0.0,0.6430942968465128,0.0,0.0,0.7918320098045786,0.0,0.0,-0.2732501177871625,-0.912483014293215,0.966558832554526,0.0,0.0,France,Male,annual,organic,checking
